source,target,Weight,piece_count
"Cb:maj9","Bb:min7",1,1
"Cb:maj9","Bb:sus4(b7,9)",1,1
"Cb:min6","Gb:maj6/5",1,1
"D#:maj/b6","B:maj6",1,1
"D#:min","E:maj",1,1
"D#:min","F:min",1,1
"D#:sus4(b7)","D#:7",1,1
"D:(#5)","D:5",1,1
"D:1/1","A#:1/1",1,1
"D:1/1","A:maj",1,1
"D:1/1","Bb:1/1",1,1
"D:1/1","E:5",1,1
"D:1/1","E:maj",1,1
"D:1/1","E:min",1,1
"D:1/1","Eb:min",1,1
"D:1/1","G:min",1,1
"D:1/1","Gb:1/1",1,1
"D:11","D:7/b7",1,1
"D:5","D:5(b7)",1,1
"D:5","D:7(#9)",1,1
"D:5","D:min",1,1
"D:5","D:sus4(b7)",1,1
"D:5","E:5(b7)",1,1
"D:5","E:min7",1,1
"D:5","Eb:maj",1,1
"D:5","G:maj",1,1
"D:5(b7)","D:1/1",1,1
"D:5(b7)","D:min7",1,1
"D:5(b7)","G:maj",1,1
"D:5/5","D:maj",1,1
"D:7","Ab:maj",1,1
"D:7","B:min7/b2",1,1
"D:7","B:sus4",1,1
"D:7","C:sus4(b7)",1,1
"D:7","D:9",1,1
"D:7","D:maj/4",1,1
"D:7","D:maj/5",1,1
"D:7","Db:7",1,1
"D:7","E:min7",1,1
"D:7","F:maj",1,1
"D:7","F:maj/2",1,1
"D:7","F:maj6",1,1
"D:7","G:1/1",1,1
"D:7","G:sus4",1,1
"D:7(#11)","D:7",1,1
"D:7(#9)","D:min7",1,1
"D:7(#9)","G:maj",1,1
"D:7(b9)","Eb:(b5,b7,3)",1,1
"D:7(b9)","G:7",1,1
"D:7/3","G:min7",1,1
"D:7/5","C:7",1,1
"D:7/5","G:7",1,1
"D:7/b7","Bb:maj7",1,1
"D:9","C:maj7",1,1
"D:9","G:7",1,1
"D:dim","C:sus4/5",1,1
"D:hdim7","C:maj/3",1,1
"D:hdim7","Eb:maj",1,1
"D:maj","A:maj(9)",1,1
"D:maj","A:sus4(b7,9)",1,1
"D:maj","Ab:maj",1,1
"D:maj","B:maj/3",1,1
"D:maj","Bb:5",1,1
"D:maj","Bb:7",1,1
"D:maj","C#:9",1,1
"D:maj","C#:maj",1,1
"D:maj","C:maj/5",1,1
"D:maj","C:maj9(#11)",1,1
"D:maj","C:sus2(#11)",1,1
"D:maj","D:maj(9)",1,1
"D:maj","D:maj6(7)",1,1
"D:maj","D:maj6(9)",1,1
"D:maj","D:min6(7)",1,1
"D:maj","D:sus4/b7",1,1
"D:maj","E:7(b9)",1,1
"D:maj","E:hdim7/b7",1,1
"D:maj","E:maj/5",1,1
"D:maj","Eb:7",1,1
"D:maj","F:5",1,1
"D:maj","F:dim",1,1
"D:maj","F:maj/6",1,1
"D:maj","G:1/1",1,1
"D:maj","G:7(b13)",1,1
"D:maj","G:min7",1,1
"D:maj","G:sus4(9)",1,1
"D:maj","G:sus4(b7)",1,1
"D:maj(9)","A:maj(9)/3",1,1
"D:maj(9)","D:maj",1,1
"D:maj(9)","E:min7",1,1
"D:maj(9)","G:maj6",1,1
"D:maj/2","A:min7",1,1
"D:maj/2","C:dim",1,1
"D:maj/2","C:maj",1,1
"D:maj/2","E:7",1,1
"D:maj/2","E:maj/5",1,1
"D:maj/3","A:maj",1,1
"D:maj/3","C:7",1,1
"D:maj/3","E:1/1",1,1
"D:maj/4","A:maj/6",1,1
"D:maj/4","C:maj",1,1
"D:maj/5","D:min/5",1,1
"D:maj/5","E:7",1,1
"D:maj/5","F#:sus4(b7)",1,1
"D:maj/5","F:maj7/3",1,1
"D:maj/6","A:maj",1,1
"D:maj/b3","G:maj",1,1
"D:maj/b7","B:min",1,1
"D:maj/b7","B:sus4(b7)",1,1
"D:maj/b7","D:5",1,1
"D:maj13","A:maj",1,1
"D:maj6","A:7",1,1
"D:maj6(7)","A:maj",1,1
"D:maj6(7)","F#:min",1,1
"D:maj6(9)","A:maj6",1,1
"D:maj6(9)","C:maj",1,1
"D:maj6(b7,11)","D:min7",1,1
"D:maj7","A:maj",1,1
"D:maj7","D:maj/2",1,1
"D:maj7","D:maj6(7)",1,1
"D:maj7","D:maj9",1,1
"D:maj7","D:min",1,1
"D:maj7","D:min6/2",1,1
"D:maj7","E:7",1,1
"D:maj7","E:min7/b3",1,1
"D:maj9","A:maj6",1,1
"D:maj9","C#:min7",1,1
"D:maj9","C:maj7",1,1
"D:maj9","G:11",1,1
"D:maj9(13)","D:maj",1,1
"D:maj9(13)","F:maj9",1,1
"D:min","A:7(b9)",1,1
"D:min","A:maj/5",1,1
"D:min","A:min(9)",1,1
"D:min","Ab:maj",1,1
"D:min","Bb:(3)",1,1
"D:min","C:5",1,1
"D:min","C:min",1,1
"D:min","D:min(9)",1,1
"D:min","D:min/2",1,1
"D:min","D:min13",1,1
"D:min","D:sus4(b7)",1,1
"D:min","D:sus4(b7,9)",1,1
"D:min","F:maj6/3",1,1
"D:min","G:9/5",1,1
"D:min","G:min7",1,1
"D:min","G:sus4(b7)/4",1,1
"D:min(11)","G:7(#9)",1,1
"D:min(9)","C:min(9)",1,1
"D:min(9)","C:sus4(9)",1,1
"D:min/2","D:min7/b3",1,1
"D:min/5","Bb:maj7",1,1
"D:min/5","D:min7",1,1
"D:min/5","D:sus4",1,1
"D:min11","Ab:maj",1,1
"D:min11","Bb:maj",1,1
"D:min11/5","D:min11",1,1
"D:min6","A:maj(9)",1,1
"D:min6","G:min",1,1
"D:min6(7)","A:maj",1,1
"D:min6/2","A:maj7",1,1
"D:min6/5","A:maj",1,1
"D:min6/5","B:min",1,1
"D:min7","A:maj",1,1
"D:min7","A:maj(9)",1,1
"D:min7","Bb:maj(9)/3",1,1
"D:min7","Bb:maj7",1,1
"D:min7","C:maj(9)",1,1
"D:min7","C:maj6/3",1,1
"D:min7","C:min9",1,1
"D:min7","D:1/1",1,1
"D:min7","D:7",1,1
"D:min7","D:7(#9)",1,1
"D:min7","D:dim",1,1
"D:min7","Db:7",1,1
"D:min7","E:7",1,1
"D:min7","E:maj",1,1
"D:min7","E:min",1,1
"D:min7","F:maj(9)",1,1
"D:min7","F:maj7/7",1,1
"D:min7","F:sus4(b7,9)",1,1
"D:min7","G:9",1,1
"D:min7","G:min9",1,1
"D:min7/5","F:min6/b3",1,1
"D:min7/b3","C:maj7",1,1
"D:min7/b3","D:min7",1,1
"D:min9","Bb:sus2",1,1
"D:min9","C:maj6(9)",1,1
"D:min9","D:min11",1,1
"D:min9","D:min11/5",1,1
"D:min9","D:min9/b7",1,1
"D:min9","F:maj",1,1
"D:min9","G:maj13",1,1
"D:min9","G:min7",1,1
"D:min9/b7","Bb:maj9",1,1
"D:sus4","D:maj/b7",1,1
"D:sus4","F#:min",1,1
"D:sus4(b7)","D:(#5)",1,1
"D:sus4(b7)","D:5",1,1
"D:sus4(b7)","D:maj",1,1
"D:sus4(b7)/5","G:maj",1,1
"D:sus4(b7,9)","Bb:maj/3",1,1
"D:sus4(b7,9)","D:1/1",1,1
"D:sus4(b7,9)","Eb:maj(9)",1,1
"D:sus4/b7","B:min",1,1
"Db:(b7)","Ab:(b7)",1,1
"Db:1/1","Bb:min7",1,1
"Db:1/1","Db:7",1,1
"Db:1/1","Db:min",1,1
"Db:11","Gb:maj7",1,1
"Db:5","D:5",1,1
"Db:5","G:5",1,1
"Db:5(b7)","B:maj(9)",1,1
"Db:7","C:hdim7",1,1
"Db:7","C:maj7",1,1
"Db:7","Db:maj",1,1
"Db:7","Db:maj/7",1,1
"Db:7","Eb:7",1,1
"Db:7","Eb:maj/b7",1,1
"Db:7","F:min7",1,1
"Db:7","G:min",1,1
"Db:7/4","Ab:min7",1,1
"Db:9","F#:min9",1,1
"Db:aug","Gb:maj",1,1
"Db:aug","Gb:maj7",1,1
"Db:dim/b3","Eb:min7",1,1
"Db:maj","Ab:1/1",1,1
"Db:maj","Ab:5",1,1
"Db:maj","Ab:7/5",1,1
"Db:maj","Ab:maj7",1,1
"Db:maj","B:maj",1,1
"Db:maj","Bb:min7",1,1
"Db:maj","Bb:sus4(b7)",1,1
"Db:maj","C:sus4",1,1
"Db:maj","D:7(b9)",1,1
"Db:maj","D:hdim7",1,1
"Db:maj","D:maj",1,1
"Db:maj","Db:aug",1,1
"Db:maj","Db:maj/b7",1,1
"Db:maj","E:maj",1,1
"Db:maj","F#:maj",1,1
"Db:maj","F:aug",1,1
"Db:maj","G:maj",1,1
"Db:maj","Gb:maj6",1,1
"Db:maj","Gb:sus2",1,1
"Db:maj(9)","Db:maj/b7",1,1
"Db:maj(9)","Db:maj9(#11)",1,1
"Db:maj/3","Ab:maj/2",1,1
"Db:maj/3","Db:dim/b3",1,1
"Db:maj/3","Eb:7/3",1,1
"Db:maj/4","Gb:maj6",1,1
"Db:maj/5","Ab:maj7",1,1
"Db:maj/5","Eb:maj",1,1
"Db:maj/5","Eb:maj/4",1,1
"Db:maj/5","Gb:maj/2",1,1
"Db:maj/b7","Gb:maj/3",1,1
"Db:maj/b7","Gb:maj13",1,1
"Db:maj6","Bb:maj(9)",1,1
"Db:maj6","C:7(b9)/b2",1,1
"Db:maj6","E:maj6",1,1
"Db:maj6","Gb:maj6",1,1
"Db:maj7","A:7",1,1
"Db:maj7","Ab:7",1,1
"Db:maj7","Ab:7(b9)",1,1
"Db:maj7","Ab:maj/2",1,1
"Db:maj7","Bb:sus4(b7)",1,1
"Db:maj7","D:dim",1,1
"Db:maj7","Db:7",1,1
"Db:maj7","Db:maj6(9)",1,1
"Db:maj7","Eb:7",1,1
"Db:maj7","Eb:maj7(#11)",1,1
"Db:maj7","Eb:min",1,1
"Db:maj7","Eb:sus4(b7)",1,1
"Db:maj7","Gb:7",1,1
"Db:maj9","F:min7",1,1
"Db:maj9(#11)","Db:maj(9)",1,1
"Db:min(9)","Gb:maj6(b7)",1,1
"Db:min/5","Ab:maj",1,1
"Db:min7","Gb:1/1",1,1
"Db:min9","B:maj9",1,1
"Db:min9","Bb:hdim7",1,1
"Db:sus2","Ab:5/b7",1,1
"Db:sus2","Fb:(3,7)",1,1
"Db:sus4(b7)","Bb:min7",1,1
"Db:sus4(b7)","Eb:min",1,1
"Db:sus4(b7)","Gb:maj",1,1
"E:(3)/3","A:7/b7",1,1
"E:(b5,b7,3)/b5","G:maj7/2",1,1
"E:1/1","C#:1/1",1,1
"E:1/1","Db:min",1,1
"E:1/1","Db:min7",1,1
"E:1/1","E:7",1,1
"E:1/1","E:9",1,1
"E:1/1","F#:min",1,1
"E:1/1","F:hdim7",1,1
"E:5","F#:maj",1,1
"E:5","F:5",1,1
"E:7","A:maj6",1,1
"E:7","Ab:min",1,1
"E:7","Ab:min7",1,1
"E:7","Bb:maj",1,1
"E:7","C:maj",1,1
"E:7","D:min(9)",1,1
"E:7","E:maj",1,1
"E:7","E:min/4",1,1
"E:7","F#:7",1,1
"E:7","F:7",1,1
"E:7","F:hdim7",1,1
"E:7","G#:maj/b2",1,1
"E:7(#9)","E:1/1",1,1
"E:7(b9)","A:maj",1,1
"E:7(b9)/4","A:maj(9)",1,1
"E:7/3","A:maj",1,1
"E:7/3","E:7",1,1
"E:7/5","Bb:(b5,b7,3)",1,1
"E:7/5","Bb:maj",1,1
"E:9","A:sus4(b7,9)",1,1
"E:9","B:1/1",1,1
"E:9","E:sus4(b7,9)",1,1
"E:9","G:9",1,1
"E:aug(7)","A:maj",1,1
"E:aug(b7)","A:maj",1,1
"E:dim","Bb:maj/5",1,1
"E:dim","F:min6",1,1
"E:dim","G:dim",1,1
"E:hdim7","A:7",1,1
"E:maj","A:1/1",1,1
"E:maj","A:maj/4",1,1
"E:maj","A:maj6(9)",1,1
"E:maj","A:sus2",1,1
"E:maj","Ab:sus4",1,1
"E:maj","B:9",1,1
"E:maj","B:maj/4",1,1
"E:maj","B:min9",1,1
"E:maj","B:sus4",1,1
"E:maj","Bb:maj/2",1,1
"E:maj","C#:maj",1,1
"E:maj","C:7",1,1
"E:maj","C:aug(b7,9)",1,1
"E:maj","D:min",1,1
"E:maj","D:sus2",1,1
"E:maj","E:5(b7)",1,1
"E:maj","E:7/3",1,1
"E:maj","E:aug(7)",1,1
"E:maj","E:aug(b7)",1,1
"E:maj","E:maj/b7",1,1
"E:maj","E:min7",1,1
"E:maj","E:min9",1,1
"E:maj","E:sus4(9)",1,1
"E:maj","Eb:maj",1,1
"E:maj","F#:5",1,1
"E:maj","F#:maj(9)/3",1,1
"E:maj","F#:sus4(b7)",1,1
"E:maj","F#:sus4(b7,9)",1,1
"E:maj(11)","E:7(#9)",1,1
"E:maj(9)/3","A:maj",1,1
"E:maj/3","A:7/b7",1,1
"E:maj/3","B:5",1,1
"E:maj/3","F#:min7(11)",1,1
"E:maj/5","B:sus4(b7)",1,1
"E:maj/5","Eb:maj/5",1,1
"E:maj/5","F#:sus4(b7)",1,1
"E:maj/5","G:dim",1,1
"E:maj6","D:9",1,1
"E:maj6","Db:maj6",1,1
"E:maj7","Ab:min7",1,1
"E:maj7","B:maj7",1,1
"E:maj7","E:maj/7",1,1
"E:maj7","E:min6/2",1,1
"E:maj7","F#:sus4(b7)",1,1
"E:maj7","G:7",1,1
"E:maj7","G:dim",1,1
"E:maj7","G:maj7",1,1
"E:maj7/5","B:9",1,1
"E:maj9","Ab:min7/5",1,1
"E:min","A:11",1,1
"E:min","A:min(11)",1,1
"E:min","A:sus4",1,1
"E:min","B:min/b7",1,1
"E:min","E:7/3",1,1
"E:min","E:dim",1,1
"E:min","E:min(11,9)",1,1
"E:min","E:min(9)",1,1
"E:min","F#:7",1,1
"E:min","F#:hdim7",1,1
"E:min","F#:hdim7/b5",1,1
"E:min","F#:min7/b7",1,1
"E:min","F:maj7",1,1
"E:min","G:maj7",1,1
"E:min(11,9)","F#:hdim7/b5",1,1
"E:min(9)","F#:hdim7/b5",1,1
"E:min(9)","G:9",1,1
"E:min(9)/7","A:minmaj7",1,1
"E:min/4","A:7",1,1
"E:min/5","A:min(11)",1,1
"E:min/5","F:dim/#4",1,1
"E:min/5","G:maj",1,1
"E:min/b3","A:min/b3",1,1
"E:min/b3","D:min",1,1
"E:min/b3","F#:7",1,1
"E:min/b3","F:maj",1,1
"E:min/b7","D:min7/b3",1,1
"E:min/b7","G:maj",1,1
"E:min6","B:min",1,1
"E:min6/2","B:maj7",1,1
"E:min7","C:maj6",1,1
"E:min7","C:sus4(9)",1,1
"E:min7","D:7/3",1,1
"E:min7","F#:min/b3",1,1
"E:min7","F:7(#9)",1,1
"E:min7","F:min7",1,1
"E:min7","G:sus4(b7,9)",1,1
"E:min7(11)","A:9",1,1
"E:min7(11)","Bb:maj6(7,#11)",1,1
"E:min7(11)","E:min7",1,1
"E:min7/b3","D:maj7",1,1
"E:min7/b3","D:min7/b3",1,1
"E:min9","A:9/5",1,1
"E:min9","B:1/1",1,1
"E:min9","B:min",1,1
"E:min9/4","D:min",1,1
"E:min9/4","D:min7",1,1
"E:sus2","A:9",1,1
"E:sus2","B:5",1,1
"E:sus4","A:min7",1,1
"E:sus4","C:min7",1,1
"E:sus4","E:7",1,1
"E:sus4","E:min",1,1
"E:sus4","F#:maj",1,1
"E:sus4(9)","E:maj",1,1
"E:sus4(b7)","E:min7",1,1
"E:sus4(b7,9)","A:maj9",1,1
"E:sus4(b7,9)","B:1/1",1,1
"E:sus4(b7,9)","B:5",1,1
"E:sus4(b7,9)","B:maj",1,1
"E:sus4(b7,9)","E:7",1,1
"E:sus4(b7,9)","E:maj6",1,1
"Eb:(b5,b7,3)","G:(b5,b7,3)",1,1
"Eb:1/1","Bb:maj",1,1
"Eb:1/1","Db:min7",1,1
"Eb:1/1","E:1/1",1,1
"Eb:1/1","E:sus4",1,1
"Eb:1/1","Eb:7",1,1
"Eb:1/1","F:1/1",1,1
"Eb:11","Ab:maj(9)",1,1
"Eb:11","F:sus4",1,1
"Eb:5","Ab:5",1,1
"Eb:5","Bb:7",1,1
"Eb:5","E:5",1,1
"Eb:5","F#:5",1,1
"Eb:7","A:maj",1,1
"Eb:7","Ab:9",1,1
"Eb:7","Ab:maj/5",1,1
"Eb:7","Ab:min7",1,1
"Eb:7","Ab:min9",1,1
"Eb:7","Bb:maj",1,1
"Eb:7","C:min",1,1
"Eb:7","D:7",1,1
"Eb:7","D:min(11)",1,1
"Eb:7","Db:maj/5",1,1
"Eb:7","Eb:7(#9)",1,1
"Eb:7","Eb:7/3",1,1
"Eb:7","F:maj",1,1
"Eb:7","G:maj",1,1
"Eb:7(#9)","Ab:min9",1,1
"Eb:7(b13,#9)","Db:hdim7",1,1
"Eb:7/3","Ab:7",1,1
"Eb:7/5","Bb:7",1,1
"Eb:9","Ab:maj7",1,1
"Eb:9","Eb:min7",1,1
"Eb:aug","Eb:maj",1,1
"Eb:maj","Ab:min9",1,1
"Eb:maj","C:9",1,1
"Eb:maj","C:min/5",1,1
"Eb:maj","C:min6/b3",1,1
"Eb:maj","C:sus4",1,1
"Eb:maj","Cb:maj",1,1
"Eb:maj","Db:maj/3",1,1
"Eb:maj","E:dim",1,1
"Eb:maj","E:maj",1,1
"Eb:maj","Eb:maj6/5",1,1
"Eb:maj","Eb:min11",1,1
"Eb:maj","F:hdim7",1,1
"Eb:maj","F:min/4",1,1
"Eb:maj","F:min9",1,1
"Eb:maj","F:sus2",1,1
"Eb:maj","F:sus4(b7,9)",1,1
"Eb:maj","G:min7/4",1,1
"Eb:maj","G:sus4(b7,9,13)",1,1
"Eb:maj","Gb:13",1,1
"Eb:maj(#11)","Bb:maj/5",1,1
"Eb:maj(#11)","F:sus4",1,1
"Eb:maj(9)","Ab:maj7",1,1
"Eb:maj(9,#11)","C:7/3",1,1
"Eb:maj(b9)","Eb:maj7(#11)",1,1
"Eb:maj/3","C:9",1,1
"Eb:maj/3","Eb:maj",1,1
"Eb:maj/4","C:min",1,1
"Eb:maj/4","Db:maj",1,1
"Eb:maj/5","C:min",1,1
"Eb:maj/5","C:min/5",1,1
"Eb:maj/5","D:maj/5",1,1
"Eb:maj/5","G:min",1,1
"Eb:maj/5","G:sus4(b7)",1,1
"Eb:maj/7","C:7",1,1
"Eb:maj/7","C:min",1,1
"Eb:maj/7","C:sus4(b7)",1,1
"Eb:maj/b7","C:min",1,1
"Eb:maj/b7","Eb:min/b7",1,1
"Eb:maj/b7","G:min/5",1,1
"Eb:maj13","B:sus4(b7,9)",1,1
"Eb:maj6","Bb:maj",1,1
"Eb:maj6","F:maj",1,1
"Eb:maj6(7)","F:7",1,1
"Eb:maj6/5","Eb:maj",1,1
"Eb:maj7","Bb:maj/2",1,1
"Eb:maj7","D:sus4",1,1
"Eb:maj7","Db:11",1,1
"Eb:maj7","E:dim",1,1
"Eb:maj7","Gb:maj7",1,1
"Eb:maj7(#11)","Db:maj7",1,1
"Eb:maj7(#11)","G:maj7",1,1
"Eb:maj7(#5)","Eb:maj7",1,1
"Eb:maj7/5","Eb:maj7(#5)",1,1
"Eb:maj7/5","F:7(#11)",1,1
"Eb:maj9","C:min9",1,1
"Eb:maj9","C:sus4(b7)",1,1
"Eb:maj9","D:min7",1,1
"Eb:maj9","Eb:maj",1,1
"Eb:maj9","Eb:sus4",1,1
"Eb:maj9","F:sus4(9)",1,1
"Eb:maj9","G:min9",1,1
"Eb:maj9(13,#11)","G:min7(11)",1,1
"Eb:min","Ab:5",1,1
"Eb:min","Ab:maj/5",1,1
"Eb:min","Eb:min11",1,1
"Eb:min","Eb:minmaj7",1,1
"Eb:min/b7","A:7",1,1
"Eb:min/b7","Db:maj",1,1
"Eb:min/b7","Db:sus4",1,1
"Eb:min11","Ab:min/5",1,1
"Eb:min11","Ab:sus4(b7)",1,1
"Eb:min11","Eb:min(b13)",1,1
"Eb:min11","Eb:min7",1,1
"Eb:min6(#11)","Bb:maj",1,1
"Eb:min6/5","Eb:min/5",1,1
"Eb:min7","Ab:7(b13)",1,1
"Eb:min7","B:7(11)",1,1
"Eb:min7","B:maj/b4",1,1
"Eb:min7","E:7",1,1
"Eb:min7","Eb:maj",1,1
"Eb:min7","Eb:min(b13)",1,1
"Eb:min7","Gb:maj9",1,1
"Eb:min7(b13)","Eb:min7",1,1
"Eb:min7/4","Ab:maj",1,1
"Eb:min9","B:maj",1,1
"Eb:min9","B:maj7",1,1
"Eb:min9","Bb:min7",1,1
"Eb:min9","Eb:min9/b7",1,1
"Eb:min9/b7","Cb:maj9",1,1
"Eb:minmaj7","Eb:min7",1,1
"Eb:sus2","Db:maj(9)",1,1
"Eb:sus4","C:7",1,1
"Eb:sus4(b7)","Ab:sus4(b7)",1,1
"Eb:sus4(b7)","Ab:sus4(b7,9)",1,1
"Eb:sus4(b7,9)","Bb:maj6",1,1
"Eb:sus4(b7,9)","Gb:maj9",1,1
"F#:(b5,b7,3)","G:maj7",1,1
"F#:1/1","B:5(b7)",1,1
"F#:5","A:5",1,1
"F#:5","C#:5",1,1
"F#:5","C#:7/4",1,1
"F#:5","F#:7",1,1
"F#:5","F:7",1,1
"F#:7","B:sus4",1,1
"F#:7","C#:7",1,1
"F#:7","D:dim",1,1
"F#:7","D:min7",1,1
"F#:7","E:min/b3",1,1
"F#:7","Eb:maj",1,1
"F#:7","F#:7/b2",1,1
"F#:7","F#:7/b7",1,1
"F#:7","G:7",1,1
"F#:7(b13)","B:min",1,1
"F#:7/5","B:7",1,1
"F#:7/6","F#:7/5",1,1
"F#:7/b2","E:maj/3",1,1
"F#:7/b7","F#:7/6",1,1
"F#:dim","F:min11",1,1
"F#:dim","G:sus4(b7)",1,1
"F#:hdim7","E:maj",1,1
"F#:hdim7","E:min",1,1
"F#:hdim7/b3","D:min7",1,1
"F#:maj","A:1/1",1,1
"F#:maj","B:maj/2",1,1
"F#:maj","B:sus4",1,1
"F#:maj","Bb:sus4",1,1
"F#:maj","C#:min/b7",1,1
"F#:maj","C#:min11",1,1
"F#:maj","F#:sus4/b7",1,1
"F#:maj(11)","F#:maj",1,1
"F#:maj(9)/3","D#:min7",1,1
"F#:maj/2","G:maj",1,1
"F#:maj/3","E:maj/5",1,1
"F#:maj/5","C:min",1,1
"F#:maj/5","D#:sus4(b7)",1,1
"F#:maj/b3","F#:maj/5",1,1
"F#:maj6","G#:min(11)",1,1
"F#:maj6/6","B:sus2(b7)",1,1
"F#:min","A:maj6",1,1
"F#:min","A:sus4(b7,9)",1,1
"F#:min","F#:maj/b3",1,1
"F#:min","F#:min/b8",1,1
"F#:min/4","G:maj7",1,1
"F#:min/5","G:maj/3",1,1
"F#:min/b3","F#:min/4",1,1
"F#:min/b7","B:9",1,1
"F#:min/b7","D:maj/5",1,1
"F#:min/b7","F#:maj6/6",1,1
"F#:min/b8","F#:min/b7",1,1
"F#:min11","B:min7",1,1
"F#:min11","D:maj7",1,1
"F#:min11","G:maj(9)",1,1
"F#:min7","A:maj9",1,1
"F#:min7","A:sus4(b7,9)",1,1
"F#:min7","B:7(b9)",1,1
"F#:min7","B:min9",1,1
"F#:min7","Bb:maj7",1,1
"F#:min7","C#:hdim7/4",1,1
"F#:min7","E:7/5",1,1
"F#:min7","G:maj(9)",1,1
"F#:min7","G:maj9",1,1
"F#:min7(11)","G#:min7(11)",1,1
"F#:min7/b7","E:min",1,1
"F#:min9","B:9",1,1
"F#:min9","B:sus4(b7)",1,1
"F#:minmaj7","F#:min7",1,1
"F#:sus4","E:5",1,1
"F#:sus4","F#:maj",1,1
"F#:sus4","G#:sus4",1,1
"F#:sus4(b13,b7)","F#:7(b13)",1,1
"F#:sus4(b7)","B:maj7",1,1
"F#:sus4(b7,9)","B:maj9",1,1
"F#:sus4(b7,9)","B:sus4",1,1
"F#:sus4(b7,9)","E:maj",1,1
"F#:sus4(b7,9)","F:maj",1,1
"F#:sus4/b7","Eb:maj",1,1
"F:(b3)","F:7",1,1
"F:1/1","Ab:1/1",1,1
"F:1/1","B:maj",1,1
"F:1/1","Bb:1/1",1,1
"F:1/1","C:min",1,1
"F:1/1","D:5",1,1
"F:1/1","E:5(b7)",1,1
"F:1/1","F:7",1,1
"F:1/1","F:maj",1,1
"F:1/1","G:5",1,1
"F:1/1","G:min7",1,1
"F:1/1","Gb:1/1",1,1
"F:11","Bb:maj",1,1
"F:11","Bb:maj7",1,1
"F:5","G:maj",1,1
"F:5","G:sus4",1,1
"F:5(b7)","Eb:maj",1,1
"F:7","A:1/1",1,1
"F:7","B:7",1,1
"F:7","C:1/1",1,1
"F:7","D:min7",1,1
"F:7","Eb:min7",1,1
"F:7","F:7/2",1,1
"F:7","F:sus4(b7,9)",1,1
"F:7","G:maj7",1,1
"F:7(#11)","Bb:dim",1,1
"F:7(#11)","F:7",1,1
"F:7(#11)","G:min/b3",1,1
"F:7(b9)","Bb:min7",1,1
"F:7(b9)","Eb:sus4(b7,9)",1,1
"F:7/2","F:7/3",1,1
"F:7/3","A:maj",1,1
"F:7/3","G:min7",1,1
"F:7/b7","D:7",1,1
"F:7/b7","Eb:maj",1,1
"F:7/b7","F:7",1,1
"F:9","B:7",1,1
"F:9","Bb:7",1,1
"F:9","Eb:maj/3",1,1
"F:9(#11)","Ab:maj7",1,1
"F:9/3","Bb:maj",1,1
"F:9/5","C:sus4",1,1
"F:aug","Bb:maj7",1,1
"F:aug","Bb:min7",1,1
"F:aug","F:maj6",1,1
"F:dim","C:7/b7",1,1
"F:dim/#4","B:7",1,1
"F:hdim7","Db:7/4",1,1
"F:maj","A:hdim7/b5",1,1
"F:maj","Bb:7(#11)",1,1
"F:maj","Bb:maj/2",1,1
"F:maj","Bb:sus4(b7)",1,1
"F:maj","C:7/3",1,1
"F:maj","C:aug(b7)",1,1
"F:maj","C:maj7",1,1
"F:maj","C:sus4(b7)",1,1
"F:maj","C:sus4(b7,9)",1,1
"F:maj","D:maj/2",1,1
"F:maj","D:maj/3",1,1
"F:maj","Eb:maj(9)",1,1
"F:maj","Eb:maj6",1,1
"F:maj","Eb:sus4(b7,9)",1,1
"F:maj","F#:min",1,1
"F:maj","F:1/1",1,1
"F:maj","F:7/3",1,1
"F:maj","F:min/b3",1,1
"F:maj","F:min6",1,1
"F:maj","F:sus4(b7)",1,1
"F:maj","G:maj7",1,1
"F:maj","G:min6",1,1
"F:maj","G:sus4(b7)",1,1
"F:maj","Gb:5",1,1
"F:maj(9)","Bb:min",1,1
"F:maj(9)","Bb:sus4(b7,9)",1,1
"F:maj(9)","C:maj/5",1,1
"F:maj(9)","D:min",1,1
"F:maj(9)","Eb:min6(#11)",1,1
"F:maj(9)","G:5(b7)",1,1
"F:maj(9)","G:maj(9)",1,1
"F:maj(9)","G:min",1,1
"F:maj/2","D:maj",1,1
"F:maj/2","F:maj",1,1
"F:maj/3","Bb:maj7",1,1
"F:maj/3","C:maj/5",1,1
"F:maj/3","F:maj/2",1,1
"F:maj/3","F:min/b3",1,1
"F:maj/5","A:maj",1,1
"F:maj/5","A:min7",1,1
"F:maj/5","Bb:maj7",1,1
"F:maj/5","C:7(#9)",1,1
"F:maj/5","C:maj6",1,1
"F:maj/5","D:min7",1,1
"F:maj/5","G:7/3",1,1
"F:maj/5","G:min7/5",1,1
"F:maj/6","G:maj",1,1
"F:maj13","D:min",1,1
"F:maj6","D:dim",1,1
"F:maj6","D:min7",1,1
"F:maj6","F:maj/2",1,1
"F:maj6","G:min",1,1
"F:maj6","G:sus4(b7)",1,1
"F:maj6(9)","C:maj9",1,1
"F:maj6(9)","Eb:maj",1,1
"F:maj6(9)","G:maj",1,1
"F:maj6(9)/3","G:min11",1,1
"F:maj6(9)/3","G:sus4(b7)",1,1
"F:maj6/3","F:min6/b3",1,1
"F:maj7","D:9",1,1
"F:maj7","E:7/b3",1,1
"F:maj7/3","Bb:maj7",1,1
"F:maj7/3","E:7(b9)/4",1,1
"F:maj7/3","E:min7/b3",1,1
"F:maj7/7","G:min7/5",1,1
